course_id,cmid,assignid,assign_name,anon_user,submissionid,status,submitted_unix,submitted_at,allowsubmissionsfromdate,duedate,cutoffdate,time_to_submit_seconds,time_to_submit_hours,grade
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_b2854143ca7e,1238,new,1759132985,2025-09-29 10:03:05,1754776800,0,0,4356185,1210.051,
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_06257cfc6863,5001,submitted,1755256863,2025-08-15 11:21:03,1754776800,0,0,480063,133.351,59.77
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_76ea28c9c37e,5002,submitted,1755001952,2025-08-12 12:32:32,1754776800,0,0,225152,62.542,75.51
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_008f7bf89bda,5003,submitted,1754887748,2025-08-11 04:49:08,1754776800,0,0,110948,30.819,75.07
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_4c38066be671,5004,submitted,1755645895,2025-08-19 23:24:55,1754776800,0,0,869095,241.415,83.12
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_b78a33fdea2a,5005,submitted,1754844009,2025-08-10 16:40:09,1754776800,0,0,67209,18.669,65.61
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_a1b2c3d4e5f6,5006,submitted,1755033923,2025-08-12 21:25:23,1754776800,0,0,257123,71.423,66.22
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_f6e5d4c3b2a1,5007,submitted,1755174868,2025-08-14 12:34:28,1754776800,0,0,398068,110.574,43.26
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_1a2b3c4d5e6f,5008,submitted,1755159689,2025-08-14 08:21:29,1754776800,0,0,382889,106.358,82.45
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_9e8d7c6b5a4f,5009,submitted,1755533665,2025-08-18 16:14:25,1754776800,0,0,756865,210.24,67.29
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_3f4e5d6c7b8a,5010,submitted,1755247324,2025-08-15 08:42:04,1754776800,0,0,470524,130.701,63.83
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_c7b6a5d4e3f2,5011,submitted,1755351960,2025-08-16 13:46:00,1754776800,0,0,575160,159.767,65.08
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_5e6f7a8b9c0d,5012,submitted,1755419803,2025-08-17 08:36:43,1754776800,0,0,643003,178.612,78.57
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_2d3c4b5a6f7e,5013,submitted,1755510992,2025-08-18 09:56:32,1754776800,0,0,734192,203.942,73.34
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_8b9a0c1d2e3f,5014,submitted,1755018899,2025-08-12 17:14:59,1754776800,0,0,242099,67.25,66.33
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_4f5e6d7c8b9a,5015,submitted,1754895876,2025-08-11 07:04:36,1754776800,0,0,119076,33.077,65.4
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_0a1b2c3d4e5f,5016,submitted,1754933924,2025-08-11 17:38:44,1754776800,0,0,157124,43.646,82.42
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_7c8d9e0f1a2b,5017,submitted,1755618089,2025-08-19 15:41:29,1754776800,0,0,841289,233.691,60.76
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_6b7c8d9e0f1a,5018,submitted,1755397574,2025-08-17 02:26:14,1754776800,0,0,620774,172.437,70.22
1516,2659,166,Hands-On Practice: Create Interactive Activities,u_e3f4a5b6c7d8,5019,submitted,1754860110,2025-08-10 21:08:30,1754776800,0,0,83310,23.142,69.48
