course_id,cmid,assignid,assign_name,anon_user,submissionid,status,submitted_unix,submitted_at,allowsubmissionsfromdate,duedate,cutoffdate,time_to_submit_seconds,time_to_submit_hours,grade
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_b2854143ca7e,1242,new,1759220488,2025-09-30 10:21:28,1754776800,0,0,4443688,1234.358,
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_06257cfc6863,5020,submitted,1755592765,2025-08-19 08:39:25,1754776800,0,0,815965,226.657,75.06
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_76ea28c9c37e,5021,submitted,1755183579,2025-08-14 14:59:39,1754776800,0,0,406779,112.994,100.0
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_008f7bf89bda,5022,submitted,1755035614,2025-08-12 21:53:34,1754776800,0,0,258814,71.893,85.52
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_4c38066be671,5023,submitted,1755950923,2025-08-23 12:08:43,1754776800,0,0,1174123,326.145,72.84
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_b78a33fdea2a,5024,submitted,1755895274,2025-08-22 20:41:14,1754776800,0,0,1118474,310.687,81.46
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_a1b2c3d4e5f6,5025,submitted,1754923217,2025-08-11 14:40:17,1754776800,0,0,146417,40.671,56.88
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_f6e5d4c3b2a1,5026,submitted,1755136501,2025-08-14 01:55:01,1754776800,0,0,359701,99.917,49.42
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_1a2b3c4d5e6f,5027,submitted,1755786639,2025-08-21 14:30:39,1754776800,0,0,1009839,280.511,52.49
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_9e8d7c6b5a4f,5028,submitted,1755453000,2025-08-17 17:50:00,1754776800,0,0,676200,187.833,58.55
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_3f4e5d6c7b8a,5029,submitted,1754984374,2025-08-12 07:39:34,1754776800,0,0,207574,57.659,77.57
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_c7b6a5d4e3f2,5030,submitted,1755670313,2025-08-20 06:11:53,1754776800,0,0,893513,248.198,81.54
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_5e6f7a8b9c0d,5031,submitted,1755719609,2025-08-20 19:53:29,1754776800,0,0,942809,261.891,67.31
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_2d3c4b5a6f7e,5032,submitted,1754955149,2025-08-11 23:32:29,1754776800,0,0,178349,49.541,61.89
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_8b9a0c1d2e3f,5033,submitted,1755826723,2025-08-22 01:38:43,1754776800,0,0,1049923,291.645,50.39
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_4f5e6d7c8b9a,5034,submitted,1754894134,2025-08-11 06:35:34,1754776800,0,0,117334,32.593,84.3
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_0a1b2c3d4e5f,5035,submitted,1755182729,2025-08-14 14:45:29,1754776800,0,0,405929,112.758,85.34
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_7c8d9e0f1a2b,5036,submitted,1755563647,2025-08-19 00:34:07,1754776800,0,0,786847,218.569,58.32
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_6b7c8d9e0f1a,5037,submitted,1755854844,2025-08-22 09:27:24,1754776800,0,0,1078044,299.457,56.51
1516,2660,167,Mini-Course Project: Add Interactive Activities,u_e3f4a5b6c7d8,5038,submitted,1755651928,2025-08-20 01:05:28,1754776800,0,0,875128,243.091,69.01
