course_id,cmid,assignid,assign_name,anon_user,submissionid,status,submitted_unix,submitted_at,allowsubmissionsfromdate,duedate,cutoffdate,time_to_submit_seconds,time_to_submit_hours,grade
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_b2854143ca7e,1246,new,1760347820,2025-10-13 11:30:20,1755986400,1756591200,0,4361420,1211.506,
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_06257cfc6863,5095,submitted,1756387200,2025-08-28 13:20:00,1755986400,1756591200,0,400800,111.333,78.01
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_76ea28c9c37e,5096,submitted,1756545605,2025-08-30 09:20:05,1755986400,1756591200,0,559205,155.335,84.49
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_008f7bf89bda,5097,submitted,1756487662,2025-08-29 17:14:22,1755986400,1756591200,0,501262,139.239,56.72
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_4c38066be671,5098,submitted,1756399997,2025-08-28 16:53:17,1755986400,1756591200,0,413597,114.888,69.9
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_b78a33fdea2a,5099,submitted,1756040699,2025-08-24 13:04:59,1755986400,1756591200,0,54299,15.083,79.42
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_a1b2c3d4e5f6,5100,submitted,1756479656,2025-08-29 15:00:56,1755986400,1756591200,0,493256,137.016,64.89
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_f6e5d4c3b2a1,5101,submitted,1756529150,2025-08-30 04:45:50,1755986400,1756591200,0,542750,150.764,100.0
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_1a2b3c4d5e6f,5102,submitted,1756061321,2025-08-24 18:48:41,1755986400,1756591200,0,74921,20.811,69.22
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_9e8d7c6b5a4f,5103,submitted,1756347841,2025-08-28 02:24:01,1755986400,1756591200,0,361441,100.4,55.48
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_3f4e5d6c7b8a,5104,submitted,1756018845,2025-08-24 07:00:45,1755986400,1756591200,0,32445,9.012,80.7
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_c7b6a5d4e3f2,5105,submitted,1756483990,2025-08-29 16:13:10,1755986400,1756591200,0,497590,138.219,66.39
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_5e6f7a8b9c0d,5106,submitted,1756581116,2025-08-30 19:11:56,1755986400,1756591200,0,594716,165.199,77.62
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_2d3c4b5a6f7e,5107,submitted,1756580198,2025-08-30 18:56:38,1755986400,1756591200,0,593798,164.944,62.12
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_8b9a0c1d2e3f,5108,submitted,1756405253,2025-08-28 18:20:53,1755986400,1756591200,0,418853,116.348,78.1
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_4f5e6d7c8b9a,5109,submitted,1756546183,2025-08-30 09:29:43,1755986400,1756591200,0,559783,155.495,55.96
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_0a1b2c3d4e5f,5110,submitted,1756457176,2025-08-29 08:46:16,1755986400,1756591200,0,470776,130.771,61.33
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_7c8d9e0f1a2b,5111,submitted,1756995618,2025-09-04 14:20:18,1755986400,1756591200,0,1009218,280.338,76.19
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_6b7c8d9e0f1a,5112,submitted,1756318186,2025-08-27 18:09:46,1755986400,1756591200,0,331786,92.163,90.92
1516,2673,171,Finalisation of the Mini-Course - Duration:1 week,u_e3f4a5b6c7d8,5113,submitted,1756474778,2025-08-29 13:39:38,1755986400,1756591200,0,488378,135.661,81.75
