course_id,cmid,assignid,assign_name,anon_user,submissionid,status,submitted_unix,submitted_at,allowsubmissionsfromdate,duedate,cutoffdate,time_to_submit_seconds,time_to_submit_hours,grade
1516,2664,168,Participant Management Task (Individual),u_b78a33fdea2a,1243,new,1760189285,2025-10-11 15:28:05,1755036000,1755640800,0,5153285,1431.468,
1516,2664,168,Participant Management Task (Individual),u_06257cfc6863,5039,submitted,1755568461,2025-08-19 01:54:21,1755036000,1755640800,0,532461,147.906,91.95
1516,2664,168,Participant Management Task (Individual),u_76ea28c9c37e,5040,submitted,1755111037,2025-08-13 18:50:37,1755036000,1755640800,0,75037,20.844,78.06
1516,2664,168,Participant Management Task (Individual),u_008f7bf89bda,5041,submitted,1755496474,2025-08-18 05:54:34,1755036000,1755640800,0,460474,127.909,69.22
1516,2664,168,Participant Management Task (Individual),u_4c38066be671,5042,submitted,1755371026,2025-08-16 19:03:46,1755036000,1755640800,0,335026,93.063,73.27
1516,2664,168,Participant Management Task (Individual),u_b2854143ca7e,5043,submitted,1755347904,2025-08-16 12:38:24,1755036000,1755640800,0,311904,86.64,56.97
1516,2664,168,Participant Management Task (Individual),u_a1b2c3d4e5f6,5044,submitted,1755492191,2025-08-18 04:43:11,1755036000,1755640800,0,456191,126.72,86.51
1516,2664,168,Participant Management Task (Individual),u_f6e5d4c3b2a1,5045,submitted,1756032868,2025-08-24 10:54:28,1755036000,1755640800,0,996868,276.908,67.59
1516,2664,168,Participant Management Task (Individual),u_1a2b3c4d5e6f,5046,submitted,1755134783,2025-08-14 01:26:23,1755036000,1755640800,0,98783,27.44,56.06
1516,2664,168,Participant Management Task (Individual),u_9e8d7c6b5a4f,5047,submitted,1755407588,2025-08-17 05:13:08,1755036000,1755640800,0,371588,103.219,71.45
1516,2664,168,Participant Management Task (Individual),u_3f4e5d6c7b8a,5048,submitted,1755080865,2025-08-13 10:27:45,1755036000,1755640800,0,44865,12.463,68.88
1516,2664,168,Participant Management Task (Individual),u_c7b6a5d4e3f2,5049,submitted,1755619540,2025-08-19 16:05:40,1755036000,1755640800,0,583540,162.094,80.02
1516,2664,168,Participant Management Task (Individual),u_5e6f7a8b9c0d,5050,submitted,1755601929,2025-08-19 11:12:09,1755036000,1755640800,0,565929,157.202,87.9
1516,2664,168,Participant Management Task (Individual),u_2d3c4b5a6f7e,5051,submitted,1755139149,2025-08-14 02:39:09,1755036000,1755640800,0,103149,28.652,90.46
1516,2664,168,Participant Management Task (Individual),u_8b9a0c1d2e3f,5052,submitted,1755609378,2025-08-19 13:16:18,1755036000,1755640800,0,573378,159.272,76.11
1516,2664,168,Participant Management Task (Individual),u_4f5e6d7c8b9a,5053,submitted,1755434564,2025-08-17 12:42:44,1755036000,1755640800,0,398564,110.712,70.92
1516,2664,168,Participant Management Task (Individual),u_0a1b2c3d4e5f,5054,submitted,1755467557,2025-08-17 21:52:37,1755036000,1755640800,0,431557,119.877,69.59
1516,2664,168,Participant Management Task (Individual),u_7c8d9e0f1a2b,5055,submitted,1755585767,2025-08-19 06:42:47,1755036000,1755640800,0,549767,152.713,42.14
1516,2664,168,Participant Management Task (Individual),u_6b7c8d9e0f1a,5056,submitted,1755405565,2025-08-17 04:39:25,1755036000,1755640800,0,369565,102.657,78.15
1516,2664,168,Participant Management Task (Individual),u_e3f4a5b6c7d8,5057,submitted,1755374647,2025-08-16 20:04:07,1755036000,1755640800,0,338647,94.069,79.44
